source,frame,label,knee_angle,hip_angle,back_angle,torso_length_ratio,heel_angle,heel_angle_delta,valgus_ratio,left_fppa,right_fppa,max_fppa,knee_over_toes,knee_velocity_dps,hip_velocity_dps,back_velocity_dps,max_angular_velocity_dps,rapid_movement,squat_phase,back_slack,heels_off,knee_valgus_ratio,knee_valgus_fppa,knee_valgus
test/Bad Back/Bad Back (122).jpg,0,bad_back,74.973,55.95,109.261,0.9103,2.862,-140.119,0.8596,105.027,100.9,105.027,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (123).jpg,0,bad_back,72.405,51.54,105.778,0.9108,1.73,-141.251,1.0814,107.595,107.128,107.595,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (124).jpg,0,bad_back,70.363,49.656,104.362,0.9261,1.829,-141.152,0.9339,109.637,106.819,109.637,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (125).jpg,0,bad_back,70.394,47.93,102.816,0.9158,2.263,-140.718,1.1008,109.606,107.441,109.606,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (126).jpg,0,bad_back,68.834,46.095,101.344,0.9243,0.255,-142.726,1.0966,111.166,108.552,111.166,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (127).jpg,0,bad_back,68.553,45.446,101.944,0.8981,1.677,-141.304,1.003,111.447,106.837,111.447,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (128).jpg,0,bad_back,67.105,45.099,100.529,0.9291,0.673,-142.308,1.1874,112.895,112.67,112.895,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (129).jpg,0,bad_back,67.775,45.028,99.972,0.9291,1.705,-141.277,1.1116,112.225,114.994,114.994,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (13).jpg,0,bad_back,175.126,79.282,76.266,1.0,133.587,0.0,2.8029,4.874,23.007,23.007,0,0.0,0.0,0.0,0.0,0,top,0,0,0,1,1
test/Bad Back/Bad Back (130).jpg,0,bad_back,68.94,45.007,100.37,0.9513,1.453,-132.134,1.0917,111.06,111.974,111.974,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (131).jpg,0,bad_back,69.841,47.084,101.041,0.941,0.303,-133.284,0.8259,110.159,111.301,111.301,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (132).jpg,0,bad_back,67.806,48.09,102.219,0.9477,1.195,-132.392,1.0389,112.194,109.773,112.194,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (133).jpg,0,bad_back,69.936,50.151,106.483,0.9449,4.973,-128.614,0.76,110.064,106.405,110.064,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (134).jpg,0,bad_back,73.099,54.099,109.18,0.9424,4.93,-128.657,0.7373,106.901,100.973,106.901,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Bad Back/Bad Back (135).jpg,0,bad_back,77.822,60.613,111.926,0.9624,5.453,-128.135,0.743,102.178,95.724,102.178,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Bad Back/Bad Back (136).jpg,0,bad_back,78.454,62.188,115.203,0.9656,2.745,-130.842,0.6647,101.546,93.743,101.546,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Bad Back/Bad Back (137).jpg,0,bad_back,83.906,68.865,118.016,0.9748,0.49,-133.097,0.6755,96.094,92.561,96.094,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Bad Back/Bad Back (138).jpg,0,bad_back,88.998,75.503,123.273,0.9742,4.876,-128.712,0.7686,91.002,87.244,91.002,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (139).jpg,0,bad_back,91.115,74.503,121.389,0.9338,1.593,-131.994,0.9156,88.885,85.17,88.885,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (14).jpg,0,bad_back,178.176,68.044,69.163,1.0,145.084,0.0,1.7928,1.824,4.785,4.785,0,0.0,0.0,0.0,0.0,0,top,0,0,0,0,0
test/Bad Back/Bad Back (140).jpg,0,bad_back,86.82,69.334,119.748,0.8794,1.493,-143.592,1.0521,93.18,85.18,93.18,1,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (141).jpg,0,bad_back,83.246,64.85,115.316,0.8971,2.162,-142.922,1.205,96.754,89.583,96.754,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (142).jpg,0,bad_back,81.79,62.621,113.477,0.8777,1.357,-143.727,0.9678,98.21,92.584,98.21,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (143).jpg,0,bad_back,78.269,59.734,113.179,0.8729,3.32,-141.764,1.0493,101.731,97.3,101.731,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (144).jpg,0,bad_back,76.748,56.039,109.745,0.8743,0.588,-144.496,0.869,103.252,99.693,103.252,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (145).jpg,0,bad_back,74.328,55.393,112.099,0.8547,2.114,-142.97,1.389,105.672,98.731,105.672,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (146).jpg,0,bad_back,71.027,50.608,109.277,0.8716,0.545,-144.54,0.8672,108.973,101.355,108.973,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (147).jpg,0,bad_back,72.052,49.204,106.814,0.8758,2.904,-142.181,0.9697,107.948,101.424,107.948,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (148).jpg,0,bad_back,71.161,47.119,103.417,0.8872,5.167,-139.917,1.1784,108.839,102.137,108.839,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (149).jpg,0,bad_back,69.632,44.134,100.584,0.9103,0.08,-145.005,1.2483,110.368,103.326,110.368,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (15).jpg,0,bad_back,176.105,156.569,154.602,1.0,160.725,0.0,0.5673,3.895,0.753,3.895,1,0.0,0.0,0.0,0.0,0,top,0,0,1,0,1
test/Bad Back/Bad Back (150).jpg,0,bad_back,69.917,44.055,100.686,0.8546,3.615,-157.11,1.1017,110.083,103.899,110.083,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (151).jpg,0,bad_back,70.602,45.84,101.854,0.8537,2.063,-158.662,0.8928,109.398,104.969,109.398,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (152).jpg,0,bad_back,72.546,50.799,106.531,0.842,0.954,-159.772,0.6745,107.454,103.166,107.454,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Bad Back/Bad Back (153).jpg,0,bad_back,74.049,51.961,108.666,0.8461,4.56,-156.165,0.9469,105.951,97.463,105.951,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (154).jpg,0,bad_back,77.099,56.047,110.785,0.8553,0.186,-160.539,0.8909,102.901,92.848,102.901,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (155).jpg,0,bad_back,78.664,59.795,112.587,0.848,1.797,-158.928,1.0385,101.336,89.938,101.336,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (156).jpg,0,bad_back,84.649,64.314,113.497,0.8591,2.289,-158.436,0.6958,95.351,90.481,95.351,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Bad Back/Bad Back (157).jpg,0,bad_back,87.781,68.213,116.333,0.875,1.35,-159.375,0.5556,92.219,88.277,92.219,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Bad Back/Bad Back (158).jpg,0,bad_back,85.995,64.951,112.215,0.8241,1.284,-159.442,0.9414,94.005,86.204,94.005,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (159).jpg,0,bad_back,88.002,55.31,96.217,0.8181,4.348,-156.377,1.3752,91.998,83.471,91.998,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (16).jpg,0,bad_back,164.592,82.392,73.698,0.8491,142.214,-18.512,4.5867,15.408,12.296,15.408,0,0.0,0.0,0.0,0.0,0,top,1,0,0,1,1
test/Bad Back/Bad Back (160).jpg,0,bad_back,84.147,55.652,99.884,0.8132,0.316,-160.409,1.1734,95.853,89.792,95.853,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (161).jpg,0,bad_back,80.167,52.532,100.661,0.8171,2.671,-158.055,1.2204,99.833,95.013,99.833,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (162).jpg,0,bad_back,82.667,51.992,98.22,0.8071,3.32,-157.405,0.8981,97.333,95.766,97.333,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (163).jpg,0,bad_back,77.904,49.68,100.245,0.8163,1.804,-158.921,0.8874,102.096,97.369,102.096,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (164).jpg,0,bad_back,78.487,49.873,99.653,0.8072,0.613,-160.112,0.9108,101.513,99.426,101.513,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (165).jpg,0,bad_back,77.302,48.059,97.671,0.81,1.127,-159.598,0.8675,102.698,101.62,102.698,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (166).jpg,0,bad_back,77.783,47.212,96.641,0.8101,0.596,-160.129,0.9858,102.217,100.724,102.217,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (167).jpg,0,bad_back,77.064,48.981,98.047,0.8007,2.963,-157.762,0.7693,102.936,101.088,102.936,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (168).jpg,0,bad_back,76.274,47.38,97.495,0.8298,2.988,-157.737,0.6362,103.726,102.404,103.726,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Bad Back/Bad Back (169).jpg,0,bad_back,73.888,48.458,100.898,0.8413,2.53,-158.196,0.7806,106.112,102.71,106.112,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (17).jpg,0,bad_back,179.842,73.11,73.024,1.0,142.652,0.0,1.1263,0.158,5.966,5.966,0,0.0,0.0,0.0,0.0,0,top,0,0,0,0,0
test/Bad Back/Bad Back (170).jpg,0,bad_back,78.003,50.792,101.85,0.812,3.167,-139.485,0.653,101.997,98.079,101.997,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Bad Back/Bad Back (171).jpg,0,bad_back,80.376,57.549,107.602,0.8167,1.344,-141.308,0.9341,99.624,90.825,99.624,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (172).jpg,0,bad_back,80.345,58.995,109.765,0.828,0.595,-142.056,0.8102,99.655,92.604,99.655,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (173).jpg,0,bad_back,84.571,64.186,111.948,0.8105,6.609,-136.042,0.7293,95.429,88.784,95.429,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Bad Back/Bad Back (174).jpg,0,bad_back,87.44,69.573,116.331,0.8255,4.665,-137.987,0.7032,92.56,86.597,92.56,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Bad Back/Bad Back (175).jpg,0,bad_back,87.131,54.905,99.258,0.8073,1.248,-141.404,0.6953,92.869,86.629,92.869,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
test/Bad Back/Bad Back (176).jpg,0,bad_back,83.046,54.939,101.307,0.7761,0.288,-142.364,1.0585,96.954,92.974,96.954,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (177).jpg,0,bad_back,83.361,51.625,96.483,0.7827,1.887,-140.764,1.1382,96.639,92.108,96.639,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (178).jpg,0,bad_back,77.969,47.037,96.888,0.8042,3.621,-139.031,0.9605,102.031,99.157,102.031,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (179).jpg,0,bad_back,76.354,48.416,99.357,0.8053,2.167,-140.484,0.8935,103.646,100.374,103.646,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (18).jpg,0,bad_back,178.599,65.364,64.67,1.0,137.798,0.0,0.4454,1.401,19.3,19.3,0,0.0,0.0,0.0,0.0,0,top,0,0,1,1,1
test/Bad Back/Bad Back (180).jpg,0,bad_back,75.023,45.968,95.538,0.8688,0.487,-137.311,0.8007,104.977,103.052,104.977,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (181).jpg,0,bad_back,75.245,46.233,96.746,0.8648,6.335,-131.463,0.7972,104.755,106.219,106.219,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (182).jpg,0,bad_back,74.947,46.271,96.496,0.8692,2.498,-135.301,0.8535,105.053,105.115,105.115,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (183).jpg,0,bad_back,75.146,46.23,96.99,0.8514,0.02,-137.778,0.9041,104.854,105.352,105.352,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (184).jpg,0,bad_back,75.814,47.27,98.018,0.8536,2.369,-135.43,0.8819,104.186,104.233,104.233,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (185).jpg,0,bad_back,75.561,47.216,98.188,0.8589,4.269,-133.529,0.8504,104.439,104.964,104.964,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (186).jpg,0,bad_back,76.18,48.467,98.918,0.8593,2.963,-134.835,0.7934,103.82,105.289,105.289,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (187).jpg,0,bad_back,80.197,50.437,97.91,0.8575,1.776,-136.022,1.022,99.803,97.013,99.803,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (188).jpg,0,bad_back,82.631,56.032,104.585,0.8609,0.529,-137.269,0.8102,97.369,95.712,97.369,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (189).jpg,0,bad_back,82.689,57.295,105.604,0.8798,0.897,-136.901,0.7981,97.311,92.71,97.311,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
test/Bad Back/Bad Back (19).jpg,0,bad_back,171.938,65.729,69.505,1.0,122.496,0.0,0.6094,8.062,13.969,13.969,0,0.0,0.0,0.0,0.0,0,top,0,0,1,1,1
test/Bad Back/Bad Back (190).jpg,0,bad_back,83.075,60.846,110.042,0.9403,0.848,-121.648,0.8793,96.925,89.131,96.925,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (191).jpg,0,bad_back,81.506,65.578,115.341,1.0448,4.472,-118.024,0.7559,98.494,94.155,98.494,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (192).jpg,0,bad_back,82.397,61.455,110.254,1.0567,0.958,-121.538,0.9812,97.603,92.361,97.603,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (193).jpg,0,bad_back,82.284,61.224,110.306,1.0383,0.225,-122.272,0.7462,97.716,93.614,97.716,1,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Bad Back/Bad Back (194).jpg,0,bad_back,76.655,58.126,109.473,1.0396,3.031,-119.465,0.634,103.345,99.292,103.345,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Bad Back/Bad Back (195).jpg,0,bad_back,76.725,57.63,110.494,1.0045,0.389,-122.107,0.7149,103.275,98.482,103.275,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Bad Back/Bad Back (196).jpg,0,bad_back,70.972,54.597,109.985,1.003,3.566,-118.93,0.8698,109.028,108.19,109.028,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (197).jpg,0,bad_back,70.743,53.679,109.008,1.0117,0.654,-121.843,0.7902,109.257,107.183,109.257,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (198).jpg,0,bad_back,69.525,53.761,109.011,0.9832,1.421,-121.076,0.9076,110.475,109.081,110.475,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (199).jpg,0,bad_back,67.715,51.728,107.318,0.9924,4.324,-118.172,0.9111,112.285,111.145,112.285,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (2).jpg,0,bad_back,91.613,73.089,117.733,1.4131,1.952,-120.545,1.0663,88.387,81.034,88.387,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (20).jpg,0,bad_back,87.121,62.428,109.508,1.4403,1.968,-120.529,1.0307,92.879,85.303,92.879,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (200).jpg,0,bad_back,69.48,53.829,108.926,0.9736,1.435,-121.061,1.0083,110.52,110.816,110.816,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (201).jpg,0,bad_back,67.712,52.423,106.082,0.9843,4.398,-118.099,1.0944,112.288,113.118,113.118,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (202).jpg,0,bad_back,68.793,53.451,107.116,0.98,3.686,-118.811,0.9435,111.207,111.998,111.998,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (203).jpg,0,bad_back,69.754,53.748,105.698,0.9934,3.804,-118.693,1.1821,110.246,109.905,110.246,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (204).jpg,0,bad_back,68.024,49.673,102.399,1.0251,4.212,-118.285,1.3094,111.976,108.209,111.976,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (205).jpg,0,bad_back,71.123,55.9,107.592,1.0032,6.568,-115.929,0.9348,108.877,108.287,108.877,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (206).jpg,0,bad_back,75.041,58.948,109.972,0.9798,0.531,-121.966,0.8885,104.959,103.448,104.959,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (207).jpg,0,bad_back,80.543,64.043,114.983,0.9464,1.156,-121.34,0.7375,99.457,97.356,99.457,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Bad Back/Bad Back (208).jpg,0,bad_back,82.317,67.691,116.987,0.9624,0.88,-121.616,0.6648,97.683,94.868,97.683,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Bad Back/Bad Back (209).jpg,0,bad_back,81.711,68.981,117.574,0.9896,0.016,-122.481,0.5282,98.289,95.59,98.289,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Bad Back/Bad Back (21).jpg,0,bad_back,171.219,53.558,49.339,1.0,167.27,0.0,0.5627,8.781,0.353,8.781,0,0.0,0.0,0.0,0.0,0,top,0,0,1,0,1
test/Bad Back/Bad Back (210).jpg,0,bad_back,89.718,73.875,117.833,1.0984,0.718,-166.553,0.4864,90.282,89.133,90.282,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
test/Bad Back/Bad Back (211).jpg,0,bad_back,84.636,67.19,118.028,1.0825,2.309,-164.961,1.2644,95.364,88.567,95.364,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (212).jpg,0,bad_back,84.442,63.265,113.63,1.1002,0.141,-167.13,1.1237,95.558,89.874,95.558,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (213).jpg,0,bad_back,82.938,60.142,109.905,1.1348,3.133,-164.138,1.1013,97.062,91.718,97.062,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (214).jpg,0,bad_back,81.504,60.273,111.596,1.1137,1.167,-166.103,0.8072,98.496,95.262,98.496,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (215).jpg,0,bad_back,79.56,58.422,110.175,1.1124,3.358,-163.913,0.9014,100.44,97.401,100.44,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
test/Bad Back/Bad Back (216).jpg,0,bad_back,76.863,55.623,109.495,1.0996,0.281,-166.99,0.8701,103.137,101.678,103.137,1,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
