source,frame,label,nose_x,nose_y,nose_z,nose_vis,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_vis,left_eye_x,left_eye_y,left_eye_z,left_eye_vis,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_vis,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_vis,right_eye_x,right_eye_y,right_eye_z,right_eye_vis,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_vis,left_ear_x,left_ear_y,left_ear_z,left_ear_vis,right_ear_x,right_ear_y,right_ear_z,right_ear_vis,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_vis,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_vis,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_vis,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_vis,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_vis,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_vis,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_vis,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_vis,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_vis,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_vis,left_index_x,left_index_y,left_index_z,left_index_vis,right_index_x,right_index_y,right_index_z,right_index_vis,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_vis,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_vis,left_hip_x,left_hip_y,left_hip_z,left_hip_vis,right_hip_x,right_hip_y,right_hip_z,right_hip_vis,left_knee_x,left_knee_y,left_knee_z,left_knee_vis,right_knee_x,right_knee_y,right_knee_z,right_knee_vis,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_vis,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_vis,left_heel_x,left_heel_y,left_heel_z,left_heel_vis,right_heel_x,right_heel_y,right_heel_z,right_heel_vis,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_vis,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_vis
test/Bad Back/Bad Back (140).jpg,0,bad_back,0.353196,0.299526,-0.049222,1.0,0.3578,0.281529,-0.090043,1.0,0.360169,0.281462,-0.090324,1.0,0.362545,0.281359,-0.090257,1.0,0.358309,0.28068,-0.036956,1.0,0.361228,0.280277,-0.037386,1.0,0.364905,0.279778,-0.037537,1.0,0.387733,0.283409,-0.184066,1.0,0.392125,0.282704,0.054036,1.0,0.364297,0.315851,-0.075693,1.0,0.36729,0.31743,-0.008648,1.0,0.438245,0.360079,-0.268127,1.0,0.48074,0.356925,0.20982,1.0,0.373547,0.490724,-0.193602,0.9953,0.428204,0.46654,0.126203,0.0422,0.343426,0.406329,0.104923,0.9964,0.372942,0.411855,-0.11232,0.2204,0.339028,0.38813,0.107113,0.9973,0.358423,0.393997,-0.135493,0.3212,0.354486,0.380543,0.097989,0.9971,0.368185,0.382991,-0.134669,0.3326,0.35966,0.385187,0.110767,0.9976,0.373581,0.387484,-0.122935,0.3971,0.600252,0.538823,-0.156583,1.0,0.608774,0.527249,0.156341,1.0,0.439322,0.602287,-0.129504,0.9992,0.470359,0.591237,0.365561,0.9171,0.521374,0.780661,-0.094179,0.9998,0.528147,0.750089,0.448304,0.9855,0.551372,0.812347,-0.093635,0.9993,0.55483,0.773581,0.454161,0.9872,0.43284,0.809258,-0.150606,0.9997,0.457709,0.777735,0.437994,0.9886
test/Bad Back/Bad Back (141).jpg,0,bad_back,0.348702,0.312807,-0.04521,1.0,0.352747,0.295556,-0.085096,1.0,0.355186,0.295193,-0.085399,1.0,0.357706,0.294794,-0.085346,1.0,0.352983,0.294998,-0.031813,1.0,0.355892,0.294398,-0.03224,1.0,0.359881,0.293605,-0.032414,1.0,0.380988,0.294621,-0.175749,1.0,0.386108,0.294226,0.062739,1.0,0.360452,0.328065,-0.071361,1.0,0.363288,0.330731,-0.004184,1.0,0.432632,0.371274,-0.264209,1.0,0.47285,0.365519,0.210649,1.0,0.368159,0.502095,-0.182175,0.9968,0.422389,0.484628,0.0882,0.0319,0.34499,0.417067,0.126358,0.9976,0.366231,0.426746,-0.197421,0.1484,0.341132,0.397222,0.130281,0.9982,0.354089,0.405411,-0.227975,0.1985,0.356907,0.391104,0.117842,0.9981,0.367065,0.39338,-0.223833,0.2202,0.362445,0.396692,0.131236,0.9986,0.372503,0.398814,-0.208225,0.2749,0.60626,0.545672,-0.157078,0.9999,0.607717,0.534532,0.156876,1.0,0.43712,0.606311,-0.137836,0.9984,0.464673,0.593659,0.354514,0.8641,0.522598,0.777919,-0.127418,0.9996,0.529472,0.753716,0.406342,0.976,0.555072,0.809317,-0.129604,0.999,0.556881,0.775681,0.408488,0.9839,0.43938,0.813685,-0.193329,0.9995,0.463563,0.78523,0.38161,0.9833
test/Bad Back/Bad Back (142).jpg,0,bad_back,0.34755,0.330169,-0.025677,1.0,0.350275,0.312854,-0.067255,1.0,0.352834,0.312249,-0.067566,1.0,0.35544,0.311604,-0.067506,1.0,0.350326,0.312097,-0.010717,1.0,0.353101,0.311073,-0.011141,1.0,0.356736,0.309795,-0.011292,1.0,0.379063,0.309029,-0.172008,1.0,0.382221,0.308319,0.08216,1.0,0.360275,0.345265,-0.057473,1.0,0.362836,0.347929,0.014212,1.0,0.433925,0.384677,-0.278426,1.0,0.473549,0.377877,0.238332,1.0,0.370727,0.516201,-0.207823,0.9956,0.419986,0.496428,0.168618,0.027,0.34602,0.433098,0.106072,0.9957,0.364751,0.443163,-0.042869,0.1439,0.342773,0.411877,0.110405,0.9969,0.352508,0.421158,-0.058232,0.2152,0.357433,0.40647,0.101218,0.9965,0.36633,0.40962,-0.058927,0.2275,0.362512,0.41241,0.112159,0.9974,0.37165,0.416277,-0.05367,0.293,0.607676,0.551344,-0.170239,1.0,0.609206,0.538938,0.169993,1.0,0.437615,0.609281,-0.154898,0.9992,0.461854,0.595874,0.377687,0.9014,0.523683,0.778027,-0.13571,0.9998,0.52955,0.750014,0.416338,0.9866,0.554528,0.810222,-0.136571,0.9993,0.557634,0.772964,0.417474,0.9889,0.442185,0.812883,-0.193794,0.9997,0.458611,0.78858,0.397221,0.9883
test/Bad Back/Bad Back (143).jpg,0,bad_back,0.345345,0.338929,-0.078089,1.0,0.347511,0.322127,-0.119908,1.0,0.349675,0.321526,-0.120247,1.0,0.352011,0.320861,-0.120207,1.0,0.347745,0.321302,-0.063169,1.0,0.350114,0.320356,-0.063582,1.0,0.353282,0.319031,-0.063783,1.0,0.374989,0.317743,-0.215871,1.0,0.377825,0.316925,0.039131,1.0,0.359309,0.352509,-0.106154,1.0,0.361905,0.355432,-0.034113,1.0,0.435677,0.393205,-0.310898,1.0,0.470529,0.389869,0.203591,1.0,0.370386,0.528191,-0.23361,0.9963,0.417966,0.510257,0.099112,0.011,0.343717,0.446928,0.081555,0.9965,0.36537,0.458969,-0.183535,0.1039,0.340854,0.426249,0.083458,0.998,0.353958,0.437119,-0.21139,0.1649,0.355916,0.418888,0.071135,0.9978,0.365618,0.423364,-0.211482,0.1906,0.360385,0.424999,0.086582,0.9986,0.370942,0.431593,-0.195971,0.2578,0.606749,0.560738,-0.171805,0.9999,0.602331,0.545828,0.171601,1.0,0.433077,0.608355,-0.162334,0.9981,0.455882,0.589071,0.36291,0.9046,0.521246,0.780927,-0.143518,0.9997,0.528154,0.753315,0.408931,0.9899,0.554018,0.809727,-0.145527,0.9992,0.557082,0.776604,0.410231,0.9935,0.435834,0.816583,-0.216033,0.9995,0.463689,0.78549,0.377229,0.9908
test/Bad Back/Bad Back (144).jpg,0,bad_back,0.346974,0.355641,0.022625,1.0,0.347358,0.337218,-0.019246,1.0,0.349536,0.336656,-0.019495,1.0,0.351707,0.336115,-0.01943,1.0,0.347805,0.336581,0.035072,1.0,0.350549,0.335785,0.034643,1.0,0.354093,0.334691,0.034535,1.0,0.374498,0.331502,-0.13619,1.0,0.378606,0.330729,0.110484,1.0,0.361304,0.370345,-0.011989,1.0,0.365873,0.37399,0.057236,1.0,0.434535,0.401877,-0.251839,1.0,0.473915,0.391255,0.279337,0.9999,0.37028,0.531987,-0.213878,0.9151,0.432884,0.514529,0.396748,0.0215,0.342726,0.447791,0.07154,0.8373,0.367735,0.459571,0.418252,0.0258,0.340854,0.429796,0.072123,0.7993,0.355257,0.441235,0.439064,0.0463,0.356216,0.424464,0.069238,0.7735,0.366635,0.429908,0.424688,0.0423,0.361979,0.429372,0.078225,0.7395,0.371884,0.434294,0.408389,0.0468,0.611907,0.563304,-0.173905,0.9999,0.612534,0.549136,0.173684,0.9999,0.434836,0.60658,-0.186786,0.9932,0.45688,0.592798,0.353078,0.2575,0.522448,0.778636,-0.193527,0.9981,0.531449,0.750106,0.394196,0.6741,0.555456,0.809739,-0.19578,0.9922,0.559143,0.772662,0.396518,0.6896,0.446409,0.810859,-0.250203,0.9966,0.46438,0.789671,0.387421,0.7148
test/Bad Back/Bad Back (145).jpg,0,bad_back,0.34241,0.3606,-0.054906,1.0,0.344574,0.342669,-0.095812,1.0,0.346814,0.34198,-0.096075,1.0,0.34908,0.341452,-0.096044,1.0,0.344907,0.341808,-0.042558,1.0,0.347435,0.34089,-0.04294,1.0,0.350675,0.339856,-0.043074,1.0,0.372071,0.339256,-0.19695,1.0,0.375517,0.338177,0.043908,1.0,0.357943,0.374411,-0.083898,1.0,0.361367,0.377101,-0.016068,1.0,0.43411,0.413234,-0.291767,1.0,0.474025,0.401664,0.210417,1.0,0.371547,0.55111,-0.234335,0.9907,0.428347,0.524404,0.174669,0.036,0.341922,0.462669,0.053538,0.9866,0.365376,0.471305,-0.007737,0.1848,0.336862,0.441824,0.054163,0.9872,0.350014,0.451436,-0.021388,0.3364,0.35418,0.434417,0.046501,0.9861,0.365365,0.438207,-0.027455,0.3223,0.360447,0.440845,0.059074,0.9856,0.371894,0.446306,-0.019765,0.3789,0.60369,0.575124,-0.168309,1.0,0.60251,0.559038,0.168085,1.0,0.434652,0.610197,-0.156436,0.9983,0.461983,0.590061,0.357959,0.6286,0.522669,0.780048,-0.125809,0.9994,0.526229,0.755869,0.376411,0.9393,0.553127,0.810453,-0.125871,0.9974,0.553749,0.776378,0.374893,0.9466,0.443045,0.814517,-0.181829,0.999,0.464761,0.787591,0.351503,0.9493
test/Bad Back/Bad Back (146).jpg,0,bad_back,0.34133,0.374269,0.01415,1.0,0.343057,0.353961,-0.025605,1.0,0.345203,0.353268,-0.025934,1.0,0.347029,0.352647,-0.025897,1.0,0.344115,0.353055,0.030149,1.0,0.34713,0.351942,0.029731,1.0,0.350177,0.350883,0.029594,1.0,0.371052,0.348031,-0.132646,1.0,0.373188,0.347944,0.118927,1.0,0.355486,0.387864,-0.01976,1.0,0.359431,0.391258,0.051254,1.0,0.432841,0.416072,-0.249763,1.0,0.466227,0.414669,0.257421,1.0,0.372048,0.552028,-0.182395,0.9913,0.432191,0.544375,0.142879,0.0171,0.346052,0.46529,0.124233,0.9917,0.363693,0.483304,-0.09907,0.1065,0.338951,0.445626,0.127871,0.9943,0.349086,0.466343,-0.120223,0.1991,0.354792,0.441553,0.120224,0.9936,0.363043,0.452882,-0.119061,0.2071,0.360657,0.446083,0.130451,0.9945,0.368735,0.457494,-0.11007,0.253,0.611835,0.57459,-0.171286,1.0,0.615006,0.562856,0.171004,1.0,0.428205,0.603935,-0.176611,0.9988,0.456847,0.602341,0.358685,0.5127,0.52529,0.78612,-0.187621,0.9997,0.528385,0.753185,0.386886,0.9202,0.554494,0.811506,-0.191166,0.999,0.557872,0.778888,0.387203,0.9525,0.447856,0.810492,-0.24954,0.9995,0.463297,0.790603,0.369333,0.9505
test/Bad Back/Bad Back (147).jpg,0,bad_back,0.346149,0.386112,0.049568,1.0,0.34496,0.360467,0.009684,1.0,0.3469,0.359725,0.009388,1.0,0.348716,0.358953,0.009444,1.0,0.346281,0.359487,0.063348,1.0,0.348795,0.358117,0.062927,1.0,0.351571,0.356458,0.062884,1.0,0.37224,0.352581,-0.102787,1.0,0.372831,0.350774,0.140204,1.0,0.36202,0.395263,0.014928,1.0,0.365055,0.39923,0.083369,1.0,0.429891,0.422092,-0.223431,1.0,0.470724,0.413473,0.286313,1.0,0.370362,0.556689,-0.146004,0.9741,0.431152,0.54597,0.243517,0.0349,0.343656,0.472697,0.1674,0.9776,0.359159,0.485568,0.098519,0.1791,0.336467,0.452677,0.172748,0.9818,0.346548,0.46499,0.092756,0.3581,0.353276,0.447105,0.165668,0.98,0.361584,0.452509,0.085998,0.343,0.358662,0.453238,0.173369,0.9771,0.367571,0.459338,0.087088,0.3739,0.614405,0.57595,-0.1724,1.0,0.623486,0.56605,0.17206,0.9999,0.428512,0.60666,-0.165323,0.9984,0.460318,0.603023,0.362476,0.2117,0.523393,0.790263,-0.180692,0.9996,0.529892,0.757894,0.393405,0.7822,0.552329,0.817218,-0.184975,0.9985,0.559419,0.783713,0.394172,0.8447,0.442437,0.811644,-0.246391,0.9994,0.462219,0.789504,0.38001,0.8691
test/Bad Back/Bad Back (148).jpg,0,bad_back,0.345364,0.385105,0.034023,1.0,0.343811,0.362239,-0.004431,1.0,0.345779,0.361122,-0.004739,1.0,0.347679,0.360044,-0.004689,1.0,0.344534,0.361913,0.04889,1.0,0.34701,0.360756,0.048477,1.0,0.349744,0.359389,0.048423,1.0,0.369222,0.354548,-0.105806,1.0,0.370458,0.354277,0.134528,1.0,0.359782,0.39571,0.003039,1.0,0.363656,0.39931,0.070785,1.0,0.427327,0.426181,-0.218631,1.0,0.463947,0.416769,0.270863,1.0,0.371257,0.562096,-0.127189,0.9771,0.427863,0.554272,0.133682,0.0409,0.344144,0.477123,0.187758,0.9878,0.35739,0.490475,-0.135661,0.3278,0.335598,0.456335,0.190816,0.9913,0.343234,0.471942,-0.16394,0.5547,0.354138,0.448961,0.181135,0.9907,0.36,0.454777,-0.167067,0.5514,0.360913,0.456414,0.192925,0.9897,0.367701,0.461689,-0.149068,0.5784,0.619214,0.575857,-0.164731,0.9999,0.628699,0.569203,0.16439,0.9999,0.428129,0.606684,-0.128803,0.9972,0.460812,0.604699,0.350589,0.1556,0.523375,0.785789,-0.121723,0.9994,0.529627,0.758715,0.39726,0.7015,0.554085,0.817248,-0.124387,0.9981,0.556667,0.786707,0.399134,0.8029,0.449587,0.807798,-0.187863,0.9992,0.458202,0.788326,0.376034,0.8373
test/Bad Back/Bad Back (149).jpg,0,bad_back,0.343729,0.387653,0.033537,1.0,0.342913,0.365742,-0.005922,1.0,0.344922,0.364487,-0.006192,1.0,0.346375,0.363616,-0.006103,1.0,0.343915,0.364613,0.046173,1.0,0.346705,0.362834,0.04568,1.0,0.349406,0.361248,0.045634,1.0,0.36767,0.357609,-0.114004,1.0,0.3716,0.356483,0.122543,1.0,0.358991,0.398372,0.001865,1.0,0.362293,0.39933,0.068047,1.0,0.424788,0.432881,-0.218288,1.0,0.463775,0.41371,0.280454,0.9999,0.377021,0.566602,-0.146578,0.9332,0.436719,0.551821,0.365127,0.0639,0.344791,0.486842,0.138995,0.9425,0.36246,0.493292,0.356232,0.1699,0.336275,0.467847,0.136759,0.9361,0.347418,0.472494,0.367927,0.2426,0.352817,0.458007,0.129517,0.9281,0.360989,0.4599,0.352734,0.2363,0.359751,0.46604,0.143558,0.9106,0.367426,0.468657,0.345704,0.2214,0.625643,0.58123,-0.165393,0.9999,0.636197,0.570837,0.16517,0.9999,0.43034,0.607584,-0.137902,0.9944,0.46526,0.597036,0.331773,0.1437,0.525913,0.786931,-0.112937,0.9989,0.53045,0.758063,0.398798,0.5611,0.55509,0.815333,-0.112476,0.9969,0.558133,0.783755,0.404836,0.6264,0.447208,0.815483,-0.170584,0.9985,0.458177,0.789034,0.392367,0.7388
test/Bad Back/Bad Back (15).jpg,0,bad_back,0.811407,0.645161,0.446453,0.9781,0.831379,0.646793,0.421133,0.9786,0.833724,0.641833,0.420748,0.9712,0.835584,0.636648,0.420685,0.9798,0.826323,0.659693,0.403634,0.9822,0.824728,0.664135,0.403063,0.984,0.823532,0.668467,0.402789,0.9914,0.827365,0.633483,0.305616,0.9921,0.815124,0.668363,0.225094,0.9856,0.798995,0.630016,0.418991,0.9672,0.793061,0.643586,0.392509,0.9686,0.747989,0.50557,0.292504,0.9995,0.72862,0.665896,0.05816,0.9989,0.584746,0.462729,0.376073,0.0906,0.57105,0.721241,0.014468,0.362,0.5026,0.532997,0.495061,0.0101,0.521344,0.771653,0.129719,0.4289,0.49311,0.541762,0.526525,0.014,0.512921,0.791805,0.110071,0.43,0.49399,0.566387,0.493372,0.0129,0.526024,0.780721,0.1326,0.4165,0.496485,0.569238,0.485452,0.014,0.532101,0.770652,0.139379,0.3924,0.476149,0.397382,0.084556,0.9999,0.487416,0.503543,-0.085191,0.9999,0.258969,0.403937,0.356371,0.9829,0.487726,0.660531,0.139359,0.9176,0.038223,0.425672,0.464397,0.9824,0.490275,0.829238,0.267825,0.7745,0.002193,0.42525,0.475599,0.9815,0.463398,0.842184,0.285386,0.9075,0.02201,0.43218,0.425471,0.8384,0.556575,0.906796,0.291712,0.6026
test/Bad Back/Bad Back (150).jpg,0,bad_back,0.342698,0.386519,0.015396,1.0,0.342488,0.365587,-0.022638,1.0,0.344311,0.364578,-0.022915,1.0,0.345831,0.363689,-0.022834,1.0,0.343411,0.364666,0.029303,1.0,0.345964,0.363148,0.028836,1.0,0.348627,0.361573,0.028783,1.0,0.366888,0.357522,-0.124129,1.0,0.369736,0.356588,0.111662,1.0,0.357641,0.39839,-0.014262,1.0,0.361056,0.400312,0.051789,1.0,0.425307,0.431432,-0.221066,1.0,0.462833,0.41688,0.267829,1.0,0.378962,0.569716,-0.132074,0.9596,0.435586,0.551136,0.303311,0.0789,0.345536,0.489057,0.168982,0.9713,0.361443,0.49183,0.2371,0.2782,0.333856,0.466871,0.16867,0.97,0.3438,0.471172,0.239074,0.3979,0.353121,0.459728,0.161242,0.9666,0.360184,0.456602,0.227127,0.3886,0.361395,0.468081,0.174009,0.9574,0.36804,0.465203,0.226224,0.3759,0.625218,0.581592,-0.16228,0.9999,0.634786,0.570515,0.162096,0.9999,0.429339,0.606142,-0.131562,0.9966,0.463411,0.596144,0.319486,0.1704,0.52323,0.788625,-0.088078,0.9993,0.529752,0.75706,0.404336,0.6317,0.55344,0.818624,-0.085996,0.9979,0.556761,0.78537,0.411879,0.6763,0.440532,0.81149,-0.146674,0.9991,0.457626,0.789562,0.394382,0.7879
test/Bad Back/Bad Back (151).jpg,0,bad_back,0.34231,0.38485,0.028899,1.0,0.343414,0.362992,-0.010121,1.0,0.345401,0.362194,-0.01041,1.0,0.347072,0.361393,-0.010333,1.0,0.344137,0.362474,0.043125,1.0,0.346688,0.361524,0.04266,1.0,0.349363,0.360373,0.042614,1.0,0.36966,0.355542,-0.115239,1.0,0.371199,0.355335,0.126164,1.0,0.35745,0.397817,-0.002375,1.0,0.360923,0.400625,0.065421,1.0,0.42743,0.425294,-0.213252,1.0,0.462581,0.412871,0.277936,1.0,0.382434,0.564554,-0.122944,0.9618,0.433488,0.549346,0.2758,0.0696,0.344152,0.48402,0.179928,0.9828,0.358215,0.491917,0.164179,0.3786,0.332594,0.459549,0.180334,0.985,0.341271,0.468454,0.159877,0.5571,0.351419,0.451228,0.17256,0.9835,0.357619,0.45236,0.150333,0.5456,0.361053,0.460007,0.185,0.9788,0.366792,0.461694,0.152997,0.5441,0.624317,0.578981,-0.162491,0.9999,0.631478,0.56885,0.162233,0.9999,0.429375,0.605909,-0.138659,0.9972,0.457095,0.596227,0.335966,0.165,0.522498,0.786623,-0.114409,0.9995,0.527002,0.754044,0.409107,0.6602,0.554197,0.821192,-0.114618,0.9982,0.556316,0.780609,0.415076,0.7174,0.437227,0.816978,-0.176035,0.9993,0.454883,0.788315,0.400527,0.809
test/Bad Back/Bad Back (152).jpg,0,bad_back,0.340176,0.379974,0.023992,1.0,0.33847,0.357083,-0.017791,1.0,0.340913,0.355865,-0.018063,1.0,0.343087,0.35491,-0.017963,1.0,0.338919,0.356893,0.036828,1.0,0.341783,0.355604,0.03637,1.0,0.344671,0.354263,0.036294,1.0,0.36594,0.347557,-0.133601,1.0,0.367716,0.347416,0.114364,1.0,0.357323,0.394379,-0.010598,1.0,0.361164,0.397756,0.058959,1.0,0.433315,0.414833,-0.240105,1.0,0.462148,0.403338,0.27743,1.0,0.385667,0.556632,-0.188129,0.9746,0.43036,0.542255,0.352375,0.0595,0.344772,0.472964,0.10276,0.9781,0.357697,0.485147,0.33659,0.1716,0.335736,0.452387,0.104166,0.9727,0.341883,0.470998,0.350387,0.2688,0.353274,0.446283,0.101079,0.9684,0.356992,0.45088,0.339605,0.2533,0.360655,0.451333,0.109765,0.9585,0.365037,0.455689,0.32732,0.2556,0.621323,0.57401,-0.170991,0.9999,0.618442,0.558733,0.170785,0.9999,0.431006,0.609442,-0.164845,0.9977,0.449172,0.595532,0.353986,0.2944,0.526682,0.789382,-0.177212,0.9996,0.525233,0.75549,0.409531,0.7552,0.554423,0.815973,-0.180356,0.9981,0.554466,0.778814,0.413769,0.7928,0.448696,0.814213,-0.236732,0.9993,0.455465,0.788106,0.411321,0.8407
test/Bad Heel/Bad Heel (1).jpg,0,bad_heel,0.281788,0.125412,0.140032,1.0,0.291367,0.098567,0.089423,1.0,0.293494,0.098679,0.089139,1.0,0.295053,0.099135,0.089315,1.0,0.294811,0.097675,0.130031,1.0,0.299926,0.097664,0.129384,1.0,0.305818,0.098086,0.129396,1.0,0.324991,0.105633,-0.053094,1.0,0.336922,0.107604,0.128141,1.0,0.29189,0.147127,0.101294,1.0,0.296915,0.153024,0.150576,1.0,0.322183,0.234895,-0.1627,1.0,0.425731,0.237339,0.269566,0.9999,0.193667,0.382124,-0.041646,0.977,0.359208,0.379135,0.436405,0.0886,0.205898,0.272669,0.275954,0.9781,0.266094,0.279789,0.553975,0.2454,0.206476,0.24364,0.285457,0.9793,0.250144,0.245639,0.573001,0.3551,0.230285,0.240293,0.262324,0.9772,0.259003,0.239622,0.55984,0.3365,0.233652,0.251566,0.27572,0.9741,0.263397,0.251386,0.545579,0.3217,0.515687,0.523306,-0.138964,1.0,0.582038,0.505248,0.138645,1.0,0.304245,0.653752,-0.023308,0.9985,0.395609,0.631466,0.28032,0.8365,0.511942,0.872091,0.046981,0.999,0.520798,0.801322,0.304382,0.9015,0.547457,0.892894,0.054318,0.9981,0.559743,0.832426,0.305949,0.913,0.406989,0.938788,0.038902,0.9987,0.442354,0.855243,0.302802,0.9379
test/Bad Heel/Bad Heel (10).jpg,0,bad_heel,0.280187,0.238378,0.192499,1.0,0.292322,0.209747,0.141536,1.0,0.293678,0.209339,0.141216,1.0,0.294279,0.209091,0.1413,1.0,0.298392,0.209657,0.182204,1.0,0.305156,0.209469,0.181599,1.0,0.312121,0.209587,0.181546,1.0,0.319673,0.217829,-0.012065,1.0,0.339083,0.220813,0.170296,1.0,0.288822,0.259688,0.148326,1.0,0.296284,0.262847,0.198007,1.0,0.327488,0.339384,-0.145084,1.0,0.42364,0.337063,0.298065,1.0,0.208037,0.497226,-0.03985,0.9809,0.375083,0.465477,0.491399,0.0331,0.227778,0.367157,0.295063,0.9777,0.290575,0.36795,0.692328,0.1081,0.240192,0.332451,0.317942,0.9769,0.286477,0.338097,0.732232,0.1905,0.256353,0.332359,0.290854,0.975,0.29886,0.335831,0.722728,0.1761,0.25843,0.345775,0.294037,0.9751,0.29499,0.348145,0.688111,0.1974,0.503015,0.620103,-0.157949,1.0,0.561041,0.586198,0.157581,1.0,0.29212,0.67995,-0.110758,0.9994,0.333694,0.654109,0.260184,0.9347,0.498257,0.870975,-0.161359,0.9993,0.50811,0.807551,0.010965,0.9694,0.542387,0.8854,-0.164583,0.9979,0.547004,0.826446,-0.014338,0.9758,0.413058,0.940399,-0.158727,0.9986,0.4323,0.86525,-0.008494,0.9761
test/Bad Heel/Bad Heel (100).jpg,0,bad_heel,0.391095,0.286048,0.024079,1.0,0.397933,0.261789,-0.016558,1.0,0.401033,0.260809,-0.016762,1.0,0.404026,0.260333,-0.016694,1.0,0.398064,0.26156,0.035085,1.0,0.401339,0.26066,0.034651,1.0,0.404739,0.260409,0.034471,1.0,0.427622,0.260283,-0.120827,1.0,0.42935,0.26146,0.11311,1.0,0.402777,0.296783,-0.001794,0.9999,0.404514,0.298641,0.062977,0.9999,0.457037,0.321995,-0.256087,0.9997,0.478662,0.352511,0.292556,0.9996,0.311307,0.345255,-0.326756,0.9802,0.361924,0.393412,0.390971,0.3195,0.183065,0.344405,-0.226477,0.9886,0.252175,0.38316,0.320621,0.793,0.146451,0.355683,-0.265831,0.9858,0.221731,0.384952,0.321878,0.8357,0.142925,0.350518,-0.242115,0.9846,0.217814,0.380484,0.281099,0.8291,0.157974,0.349213,-0.213276,0.9748,0.225714,0.37907,0.298169,0.8229,0.56917,0.573192,-0.170719,0.9999,0.567986,0.568178,0.170365,0.9999,0.387458,0.626061,-0.109745,0.9582,0.419734,0.618093,0.339011,0.331,0.523661,0.777782,0.076571,0.9603,0.535062,0.746317,0.487231,0.349,0.559348,0.806983,0.095001,0.9347,0.568925,0.772706,0.50281,0.5408,0.448652,0.824085,0.089737,0.9589,0.478743,0.784884,0.51976,0.4749
test/Bad Heel/Bad Heel (101).jpg,0,bad_heel,0.391897,0.261845,-0.027368,1.0,0.39883,0.243596,-0.07062,1.0,0.401539,0.242557,-0.070836,1.0,0.40465,0.241579,-0.070773,1.0,0.398818,0.244488,-0.011536,1.0,0.401634,0.244066,-0.011907,1.0,0.405266,0.243455,-0.012035,1.0,0.430811,0.242306,-0.181918,1.0,0.430791,0.242945,0.087138,1.0,0.403601,0.274362,-0.055966,1.0,0.404291,0.275308,0.019045,1.0,0.460976,0.312503,-0.332658,0.9999,0.4789,0.337812,0.303579,0.9999,0.308114,0.325929,-0.423101,0.995,0.355321,0.379156,0.456853,0.6167,0.183891,0.328208,-0.308514,0.9962,0.244933,0.371825,0.423093,0.9417,0.145644,0.337091,-0.354505,0.994,0.220458,0.374442,0.433316,0.9528,0.144532,0.334905,-0.324737,0.9931,0.215201,0.37063,0.386324,0.9498,0.158929,0.332905,-0.29254,0.9879,0.220493,0.368799,0.398871,0.9471,0.558419,0.551943,-0.194258,1.0,0.561643,0.544622,0.193942,1.0,0.391959,0.630977,-0.09925,0.985,0.429093,0.610037,0.398123,0.6712,0.526764,0.777175,0.115662,0.9902,0.537906,0.742594,0.570056,0.791,0.560071,0.803951,0.134969,0.9709,0.566876,0.765636,0.586181,0.8403,0.452461,0.821505,0.098725,0.9883,0.478638,0.78227,0.573706,0.8461
